id_indicador;id_estado;id_curso;qt_ing_fem;qt_ing_masc;qt_mat_fem;qt_mat_masc;qt_conc_fem;qt_conc_masc
3315;10;20;0;0;0;1;0;1
3316;10;5;1;1;1;1;0;0
3317;10;24;0;1;0;3;0;0
3318;10;13;0;2;0;1;0;0
3319;10;1;0;1;0;1;0;1
3320;10;20;0;1;0;1;0;0
3321;10;13;0;1;0;3;0;1
3322;10;5;0;3;1;2;1;0
3323;10;9;0;0;0;1;0;0
3324;10;1;1;1;1;1;0;0
3325;10;5;1;1;0;1;0;0
3326;10;9;0;1;0;1;0;0
3327;10;20;1;1;0;1;0;0
3328;10;7;14;38;29;81;4;7
3329;10;5;17;33;26;73;1;16
3330;10;5;0;4;1;5;0;0
3331;10;9;0;1;0;2;0;1
3332;10;13;0;1;0;3;0;0
3333;10;1;0;0;0;1;0;1
3334;10;7;0;1;0;2;0;1
3335;10;5;0;7;0;9;0;0
3336;10;9;0;1;0;1;0;0
3337;10;8;0;1;0;1;0;0
3338;10;13;1;3;2;4;0;0
3339;10;1;0;0;0;1;0;0
3340;10;20;0;1;0;2;0;0
3341;10;7;1;0;0;2;0;0
3342;10;5;0;0;0;1;0;1
3343;10;5;0;4;0;3;0;1
3344;10;13;0;2;1;2;1;0
3345;10;20;0;0;0;1;0;1
3346;10;5;2;1;4;3;0;1
3347;10;9;0;0;0;1;0;0
3348;10;5;2;12;4;19;0;0
3349;10;2;1;0;1;0;0;0
3350;10;13;1;2;1;4;0;0
3351;10;1;1;6;1;8;0;1
3352;10;7;0;4;1;5;0;0
3353;10;5;1;13;0;13;0;0
3354;10;2;0;1;0;1;0;0
3355;10;13;1;2;1;4;0;0
3356;10;1;1;2;1;2;0;0
3357;10;20;0;3;0;2;0;0
3358;10;7;0;2;0;2;0;0
3359;10;5;0;4;0;3;0;0
3360;10;13;0;0;0;1;0;0
3361;10;13;0;1;1;1;0;0
3362;10;20;0;1;0;1;0;0
3363;10;5;0;1;0;1;0;0
3364;10;8;0;1;0;5;0;1
3365;10;13;0;0;0;1;0;0
3366;10;20;0;1;0;1;0;0
3367;10;5;0;2;0;3;0;0
3368;10;9;0;2;0;2;0;0
3369;10;13;0;0;0;1;0;0
3370;10;1;0;1;0;1;0;0
3371;10;5;0;0;0;2;0;0
3372;10;24;0;0;0;1;0;0
3373;10;20;1;0;1;0;0;0
3374;10;5;1;0;1;2;0;0
3375;10;8;0;0;0;1;0;0
3376;10;5;0;1;0;1;0;0
3377;10;13;0;0;0;1;0;1
3378;10;7;16;33;23;84;0;3
3379;10;30;14;30;17;55;0;1
3380;10;5;1;1;0;3;0;1
3381;10;9;0;0;1;2;0;1
3382;10;20;0;1;0;1;0;0
3383;10;7;0;0;1;1;0;0
3384;10;5;0;1;1;1;0;0
3385;10;9;0;1;0;1;0;0
3386;10;7;0;1;0;1;0;0
3387;10;5;1;3;1;3;0;0
3388;10;24;0;1;0;1;0;0
3389;10;8;0;1;0;1;0;0
3390;10;13;1;1;1;0;0;0
3391;10;20;1;0;1;1;0;0
3392;10;30;0;0;0;1;0;1
3393;10;5;0;0;0;1;0;0
3394;10;8;0;0;0;1;0;0
3395;10;13;0;0;0;1;0;0
3396;10;5;0;1;0;1;0;0
3397;10;35;0;0;1;0;0;0
3398;10;13;0;4;0;3;0;0
3399;10;5;0;1;0;1;0;0
3400;10;13;1;2;0;1;0;0
3401;10;5;1;2;1;4;0;3
3402;10;13;0;1;1;3;0;0
3403;10;13;0;0;0;1;0;0
3404;10;8;19;47;39;180;2;19
3405;10;7;13;36;31;136;0;7
3406;10;24;7;32;14;90;0;5
3407;10;7;6;32;21;75;1;7
3408;10;13;7;65;20;157;0;16
3409;10;5;5;32;2;24;1;3
3410;10;9;1;7;0;4;0;0
3411;10;8;1;2;0;2;0;0
3412;10;13;8;19;5;25;0;3
3413;10;1;3;2;2;1;0;0
3414;10;20;0;3;0;3;0;1
3415;10;11;0;1;0;1;0;0
3416;10;7;0;5;0;7;0;0
3417;10;5;0;4;0;4;0;0
3418;10;1;0;2;0;1;0;0
3419;10;5;0;0;0;1;0;0
3420;10;5;1;3;1;7;0;2
3421;10;13;0;7;0;5;0;1
3422;10;1;0;2;0;1;0;0
3423;10;13;0;1;0;1;0;0
3424;10;5;0;1;0;1;0;0
3425;10;8;0;0;0;1;0;1
3426;10;5;0;0;0;1;0;0
3427;10;5;0;0;1;2;0;0
3428;10;13;2;20;4;24;0;0
3429;10;1;0;3;0;2;0;0
3430;10;20;0;3;0;1;0;0
3431;10;7;0;1;0;2;0;0
3432;10;5;0;1;0;5;0;1
3433;10;1;0;0;0;1;0;0
3434;10;7;0;0;0;1;0;0
3435;10;8;1;0;1;0;0;0
3436;10;35;0;1;0;3;0;0
3437;10;5;2;2;3;4;1;0
3438;10;2;1;0;1;0;0;0
3439;10;13;0;2;0;4;0;0
3440;10;1;0;3;0;3;0;0
3441;10;7;0;0;0;2;0;0
3442;10;5;4;6;4;4;0;0
3443;10;24;0;3;0;3;0;0
3444;10;8;0;0;0;2;0;0
3445;10;13;1;3;1;3;0;0
3446;10;1;1;1;1;4;0;0
3447;10;20;0;0;0;1;0;0
3448;10;11;0;1;0;1;0;0
3449;10;13;0;1;0;1;0;0
3450;10;5;1;13;4;15;2;4
3451;10;24;1;3;1;3;0;1
3452;10;13;2;9;2;11;0;0
3453;10;1;1;4;0;1;0;0
3454;10;7;1;2;2;4;0;1
3455;10;10;0;0;0;1;0;0
3456;10;35;0;1;1;2;0;0
3457;10;5;1;2;1;2;0;0
3458;10;24;0;0;1;0;0;0
3459;10;7;0;3;0;5;0;0
3460;10;5;9;31;14;36;1;7
3461;10;13;10;55;13;121;1;17
3462;10;5;0;0;0;1;0;0
3463;10;11;0;0;0;1;0;0
3464;10;5;0;1;1;2;0;1
3465;10;13;0;1;0;1;0;0
3466;10;30;0;0;0;1;0;0
3467;10;8;0;1;0;2;0;0
3468;10;30;0;0;0;1;0;1
3469;10;13;1;0;1;1;0;0
3470;10;5;0;0;1;5;0;3
3471;10;13;0;5;0;8;0;0
3472;10;1;0;0;1;0;0;0
3473;10;5;0;2;1;3;1;0
3474;10;13;0;0;1;2;0;0
3475;10;5;0;0;0;2;0;0
3476;10;9;0;1;0;1;0;0
3477;10;13;0;0;1;0;0;0
3478;10;5;1;0;0;1;0;0
3479;10;13;0;0;0;1;0;0
3480;10;5;1;0;1;0;0;0
3481;10;1;0;1;0;1;0;0
3482;10;5;0;0;1;2;0;0
3483;10;13;0;2;0;3;0;0
3484;10;5;0;1;0;3;0;1
3485;10;13;0;2;0;1;0;0
3486;10;1;0;0;0;1;0;0
3487;10;7;0;0;0;1;0;0
3488;10;8;0;3;0;4;0;0
3489;10;5;0;0;0;1;0;1
3490;10;13;0;0;0;1;0;0
3491;10;8;0;0;0;1;0;0
3492;10;5;2;7;2;10;0;1
3493;10;13;1;4;2;5;0;0
3494;10;1;1;2;2;4;0;0
3495;10;30;0;0;0;1;0;0
3496;10;5;1;3;0;4;0;0
3497;10;13;1;0;1;0;0;0
3498;10;5;1;2;1;4;0;3
3499;10;24;1;1;1;1;0;0
3500;10;13;0;1;0;2;0;0
3501;10;1;0;0;0;2;0;0
3502;10;5;3;6;4;7;1;0
3503;10;13;0;3;3;10;0;0
3504;10;33;25;25;34;39;1;0
3505;10;5;0;1;0;1;0;0
3506;10;9;0;3;0;2;0;0
3507;10;13;0;2;0;1;0;0
3508;10;1;0;0;0;1;0;1
3509;10;11;0;1;0;1;0;0
3510;10;11;0;1;0;1;0;0
3511;10;5;0;2;0;3;0;1
3512;10;1;0;0;0;1;0;0
3513;10;35;0;0;0;1;0;0
3514;10;5;1;2;1;2;0;0
3515;10;13;1;1;1;2;0;0
3516;10;20;0;0;0;1;0;0
3517;10;5;1;2;1;3;0;2
3518;10;33;0;1;0;1;0;0
3519;10;13;0;1;0;1;0;0
3520;10;1;1;3;1;3;0;0
3521;10;5;1;1;1;1;0;0
3522;10;13;0;3;1;5;1;0
3523;10;5;0;0;0;1;0;0
3524;10;5;0;1;0;1;0;0
3525;10;5;0;2;0;3;0;1
3526;10;11;0;1;0;1;0;0
3527;10;5;1;4;1;2;0;0
3528;10;13;0;0;0;2;0;0
3529;10;1;0;2;0;1;0;0
3530;10;35;0;1;0;1;0;0
3531;10;5;1;5;1;5;0;0
3532;10;1;0;3;0;3;0;0
3533;10;20;0;1;0;1;0;0
3534;10;13;2;4;1;11;0;1
3535;10;5;1;2;2;3;0;0
3536;10;9;0;1;0;2;0;0
3537;10;13;0;1;0;1;0;0
3538;10;5;0;0;0;3;0;2
3539;10;13;0;1;0;2;0;0
3540;10;5;0;4;0;6;0;1
3541;10;13;0;2;1;3;0;0
3542;10;20;0;1;0;1;0;0
3543;10;5;0;0;1;14;0;0
3544;10;29;2;6;2;4;0;0
3545;10;8;1;0;1;0;0;0
3546;10;13;1;1;1;2;0;0
3547;10;1;0;0;4;12;0;1
3548;10;20;0;0;2;6;0;1
3549;10;30;0;0;0;3;0;0
3550;10;5;9;34;8;46;1;7
3551;10;5;0;6;1;6;0;2
3552;10;9;0;1;0;1;0;0
3553;10;13;0;1;0;2;0;0
3554;10;1;1;1;1;0;0;0
3555;10;20;0;1;0;2;0;1
3556;10;30;0;1;0;1;0;0
3557;10;5;2;1;2;3;1;0
3558;10;13;0;1;0;2;0;0
3559;10;20;0;1;0;2;0;1
3560;10;35;0;4;0;5;0;0
3561;10;5;3;8;5;16;2;2
3562;10;13;0;1;0;3;0;0
3563;10;1;0;1;0;1;0;0
3564;10;5;0;1;0;1;0;0
3565;10;8;0;0;0;1;0;0
3566;10;13;0;0;0;1;0;0
3567;10;5;0;4;0;4;0;0
3568;10;13;0;1;0;2;0;0
3569;10;5;0;0;1;0;1;0
3570;10;5;0;0;0;1;0;0
3571;10;5;1;2;1;0;0;0
3572;10;24;0;1;0;1;0;0
3573;10;5;2;1;2;4;0;1
3574;10;13;0;1;2;3;0;0
3575;10;7;12;22;14;46;0;0
3576;10;5;8;18;14;53;4;8
3577;10;5;0;0;1;1;0;1
3578;10;9;0;0;1;1;0;0
3579;10;13;1;1;0;1;0;0
3580;10;1;0;0;0;1;0;1
3581;10;7;0;0;0;1;0;0
3582;10;5;2;3;1;1;0;0
3583;10;13;1;1;1;5;0;1
3584;10;1;1;2;0;1;0;1
3585;10;7;0;2;0;2;0;0
3586;10;5;0;2;0;2;0;0
3587;10;24;0;0;0;2;0;0
3588;10;13;0;1;0;2;0;0
3589;10;7;0;0;0;1;0;0
3590;10;5;1;5;1;12;0;1
3591;10;2;0;1;0;1;0;0
3592;10;13;1;4;1;3;0;0
3593;10;1;1;2;0;3;0;1
3594;10;20;0;0;0;1;0;1
3595;10;1;0;1;0;1;0;0
3596;10;8;0;0;0;1;0;1
3597;10;5;0;1;0;2;0;0
3598;10;20;0;1;0;1;0;0
3599;10;7;1;0;1;0;0;0
3600;10;2;0;0;1;0;0;0
3601;10;13;0;0;0;1;0;0
3602;10;5;2;3;2;6;0;1
3603;10;13;1;4;1;6;0;0
3604;10;5;1;2;1;3;0;1
3605;10;13;0;3;0;4;0;0
3606;10;5;0;2;0;3;0;0
3607;10;9;0;1;0;1;0;0
3608;10;13;1;0;0;1;0;0
3609;10;1;0;1;0;1;0;0
3610;10;7;0;0;0;1;0;1
3611;10;5;1;4;1;3;0;0
3612;10;9;0;0;0;2;0;0
3613;10;13;1;2;0;1;0;0
3614;10;1;0;0;0;1;0;0
3615;10;24;0;0;1;3;1;3
3616;10;7;11;27;27;91;0;10
3617;10;24;0;1;0;3;0;1
3618;10;13;0;0;0;1;0;0
3619;10;1;0;1;0;1;0;0
3620;10;5;0;14;1;11;0;1
3621;10;9;2;1;1;1;0;0
3622;10;8;0;1;0;2;0;0
3623;10;13;0;3;0;4;0;0
3624;10;1;0;0;0;1;0;1
3625;10;7;0;0;0;1;0;0
3626;10;5;0;1;0;1;0;0
3627;10;24;0;0;0;1;0;1
3628;10;7;0;0;0;1;0;1
3629;10;5;1;3;0;2;0;0
3630;10;13;1;1;0;3;0;0
3631;10;1;0;1;0;1;0;0
3632;10;5;0;0;1;0;1;0
3633;10;5;0;2;0;3;0;1
3634;10;7;0;1;0;1;0;0
3635;10;1;0;0;1;0;0;0
3636;10;35;2;0;2;0;0;0
3637;10;5;1;4;2;5;0;0
3638;10;13;0;0;0;1;0;0
3639;10;1;0;1;0;2;0;1
3640;10;11;0;1;0;1;0;0
3641;10;7;0;0;0;2;0;0
3642;10;5;0;2;1;2;0;0
3643;10;1;1;0;1;0;0;0
3644;10;20;0;0;0;1;0;0
3645;10;11;0;1;0;1;0;0
3646;10;5;0;6;0;5;0;0
3647;10;24;0;2;0;2;0;0
3648;10;13;2;2;2;2;0;0
3649;10;7;0;1;0;2;0;0
3650;10;35;0;1;0;1;0;0
3651;10;24;0;0;0;1;0;0
3652;10;5;0;5;0;7;0;1
3653;10;13;0;6;0;6;0;1
3654;10;5;0;1;1;1;0;0
3655;10;5;0;1;0;2;0;0
3656;10;13;0;2;0;2;0;0
3657;10;5;0;1;0;1;0;0
3658;10;13;0;0;1;1;0;0
3659;10;13;0;2;0;1;0;0
3660;10;5;1;5;1;4;0;1
3661;10;9;1;0;1;0;0;0
3662;10;13;2;3;1;3;0;0
3663;10;1;0;0;0;2;0;0
3664;10;20;0;2;0;1;0;0
3665;10;30;0;1;0;1;0;0
3666;10;5;0;1;0;2;0;1
3667;10;5;0;0;0;2;0;1
3668;10;5;1;1;0;1;0;0
3669;10;13;0;0;0;1;0;0
3670;10;35;0;1;0;1;0;0
3671;10;5;1;0;1;0;0;0
3672;10;5;0;3;1;4;0;2
3673;10;13;1;2;1;6;0;0
3674;10;5;1;1;1;1;0;0
3675;10;5;0;1;0;2;0;0
3676;10;9;0;0;1;0;0;0
3677;10;10;0;1;0;1;0;0
3678;10;8;1;3;1;3;0;0
3679;10;1;0;5;0;5;0;0
3680;10;29;1;0;1;0;0;0
3681;10;5;1;4;1;3;0;0
3682;10;13;0;1;0;1;0;0
3683;10;13;0;0;0;2;0;2
3684;10;5;0;1;0;1;0;0
3685;10;5;0;1;0;1;0;0
3686;10;13;0;0;0;1;0;0
3687;10;8;0;1;0;1;0;0
3688;10;1;0;1;0;1;0;0
3689;10;5;0;2;0;1;0;0
3690;10;20;0;0;0;1;0;0
3691;10;5;1;0;1;1;0;0
3692;10;24;0;1;0;2;0;0
3693;10;13;0;0;0;2;0;0
3694;10;1;0;1;0;1;0;0
3695;10;35;0;0;1;1;0;0
3696;10;5;0;7;1;12;0;1
3697;10;13;0;1;0;3;0;0
3698;10;1;0;1;0;2;0;0
3699;10;30;1;0;1;0;0;0
3700;10;5;0;2;0;3;0;0
3701;10;1;0;0;1;0;0;0
3702;10;13;0;0;0;2;0;0
3703;10;13;0;0;0;1;0;0
3704;10;1;0;1;1;0;0;0
3705;10;5;1;1;0;1;0;0
3706;10;13;0;1;0;1;0;0
3707;10;20;2;0;1;0;0;0
3708;10;5;0;3;1;5;0;1
3709;10;13;0;1;0;2;0;1
3710;10;5;0;3;0;2;0;0
3711;10;13;0;2;0;2;0;0
3712;10;20;1;0;2;0;0;0
3713;10;7;0;0;0;1;0;0
3714;10;5;0;2;0;4;0;0
3715;10;8;0;1;0;1;0;0
3716;10;13;0;2;0;4;0;0
3717;10;5;1;1;1;1;0;0
3718;10;13;0;1;0;1;0;0
3719;10;1;0;1;0;1;0;0
3720;10;24;0;1;3;2;0;0
3721;10;1;0;1;0;1;0;0
3722;10;30;0;0;1;0;0;0
3723;10;5;0;3;0;4;0;0
3724;10;13;0;3;0;3;0;0
3725;10;5;0;1;0;1;0;0
3726;10;13;0;0;0;1;0;0
3727;10;5;0;0;0;1;0;1
3728;10;13;0;0;0;1;0;0
3729;10;5;0;0;0;2;0;0
3730;10;13;0;3;0;3;0;0
3731;10;7;14;44;29;129;0;4
3732;10;5;1;22;1;44;0;3
3733;10;8;1;9;1;11;0;2
3734;10;5;13;34;23;88;2;6
3735;10;8;3;39;13;77;0;2
3736;10;5;0;1;0;3;0;1
3737;10;24;0;1;0;2;0;0
3738;10;8;0;2;0;2;0;0
3739;10;13;0;1;0;1;0;0
3740;10;1;0;1;1;2;0;1
3741;10;20;0;0;0;1;0;0
3742;10;5;3;14;4;22;0;2
3743;10;10;1;1;1;1;0;0
3744;10;8;0;1;0;1;0;0
3745;10;13;1;8;1;7;0;0
3746;10;1;0;2;0;3;0;1
3747;10;20;0;1;0;1;0;0
3748;10;11;1;0;1;0;0;0
3749;10;5;0;3;0;2;0;0
3750;10;1;0;1;1;0;0;0
3751;10;5;5;24;4;35;0;3
3752;10;13;6;12;5;15;0;2
3753;10;1;1;2;0;6;0;2
3754;10;30;1;1;0;2;0;1
3755;10;1;0;1;0;1;0;0
3756;10;5;0;0;0;1;0;1
3757;10;5;0;12;0;12;0;3
3758;10;24;0;1;0;2;0;0
3759;10;13;3;6;2;7;0;0
3760;10;1;1;3;1;2;0;0
3761;10;20;0;1;0;2;0;0
3762;10;7;0;1;0;2;0;1
3763;10;9;0;0;0;1;0;0
3764;10;5;5;5;6;11;0;0
3765;10;2;0;1;0;1;0;0
3766;10;13;1;3;1;5;0;0
3767;10;1;0;6;1;7;0;0
3768;10;11;0;0;1;0;0;0
3769;10;7;0;0;1;0;0;0
3770;10;5;1;3;1;6;0;0
3771;10;24;0;2;0;2;0;0
3772;10;13;0;3;0;2;0;0
3773;10;20;0;0;0;1;0;0
3774;10;13;0;1;0;2;0;0
3775;10;5;0;2;0;2;0;0
3776;10;13;0;1;0;1;0;0
3777;10;5;0;0;0;1;0;0
3778;10;35;0;0;0;1;0;0
3779;10;5;1;2;1;3;0;1
3780;10;24;0;0;1;0;0;0
3781;10;8;0;0;1;0;0;0
3782;10;13;0;0;0;2;0;0
3783;10;7;0;1;0;2;0;0
3784;10;5;0;2;0;1;0;0
3785;10;5;0;0;1;4;0;3
3786;10;5;0;2;0;2;0;0
3787;10;13;0;0;0;2;0;0
3788;10;5;0;1;0;3;0;0
3789;10;13;0;0;0;1;0;0
3790;24;13;0;1;0;1;0;0
3791;24;24;11;40;39;166;4;17
3792;24;7;11;29;32;132;1;9
3793;24;7;0;0;0;2;0;2
3794;24;5;0;8;1;13;1;2
3795;24;9;0;3;2;3;0;0
3796;24;13;1;8;2;9;0;0
3797;24;1;1;1;0;2;0;1
3798;24;20;0;1;0;3;0;1
3799;24;7;0;0;1;0;0;0
3800;24;5;0;4;1;5;1;1
3801;24;24;0;3;0;4;0;0
3802;24;8;0;1;0;1;0;0
3803;24;13;0;2;0;5;0;1
3804;24;7;0;0;0;1;0;1
3805;24;5;9;58;12;96;2;6
3806;24;9;2;18;1;11;0;0
3807;24;13;4;18;2;13;0;0
3808;24;1;2;1;3;0;0;0
3809;24;20;0;4;0;6;0;0
3810;24;7;2;6;0;5;0;0
3811;24;30;1;1;1;0;0;0
3812;24;5;1;1;1;1;0;0
3813;24;5;4;21;2;28;1;3
3814;24;2;1;0;1;0;0;0
3815;24;13;0;7;2;15;0;4
3816;24;1;2;4;1;8;0;3
3817;24;20;0;0;1;1;0;0
3818;24;30;0;1;0;1;0;1
3819;24;5;0;1;0;1;0;0
3820;24;5;2;3;0;7;0;1
3821;24;24;0;7;0;6;0;0
3822;24;13;0;4;0;7;0;0
3823;24;7;0;2;0;7;0;1
3824;24;5;0;0;0;1;0;1
3825;24;9;0;2;0;3;0;0
3826;24;1;0;0;1;0;0;0
3827;24;5;0;7;0;10;0;0
3828;24;13;0;4;0;4;0;0
3829;24;1;1;0;2;1;1;0
3830;24;11;0;0;0;1;0;0
3831;24;7;0;1;0;1;0;0
3832;24;5;1;2;1;10;0;1
3833;24;24;0;1;0;1;0;0
3834;24;8;0;0;0;1;0;0
3835;24;13;0;0;0;1;0;0
3836;24;1;0;1;0;2;0;0
3837;24;20;0;1;0;1;0;0
3838;24;5;1;2;1;2;0;0
3839;24;5;3;3;4;12;0;1
3840;24;1;0;3;0;3;0;0
3841;24;5;3;5;3;5;0;0
3842;24;1;0;3;0;2;0;0
3843;24;35;0;0;0;1;0;0
3844;24;5;0;2;0;2;0;0
3845;24;8;0;0;0;2;0;0
3846;24;13;0;6;1;7;0;0
3847;24;7;0;1;0;2;0;0
3848;24;30;0;1;0;1;0;0
3849;24;5;0;6;0;8;0;0
3850;24;5;0;1;1;2;0;0
3851;24;5;0;1;0;1;0;0
3852;24;9;0;0;0;1;0;0
3853;24;1;0;1;0;1;0;0
3854;24;5;0;1;0;1;0;0
3855;24;1;0;1;0;1;0;0
3856;24;5;0;0;2;0;0;0
3857;24;24;0;0;1;6;0;0
3858;24;1;0;0;2;2;0;0
3859;24;30;0;0;2;0;0;0
3860;24;5;0;3;0;3;0;0
3861;24;9;0;1;0;1;0;0
3862;24;13;0;1;0;1;0;0
3863;24;20;0;1;0;1;0;0
3864;24;30;0;0;0;1;0;1
3865;24;5;0;1;0;1;0;0
3866;24;5;2;3;1;2;0;0
3867;24;5;1;2;1;4;0;2
3868;24;2;0;0;0;1;0;0
3869;24;24;0;2;0;1;0;0
3870;24;13;0;1;0;2;0;0
3871;24;1;0;0;0;2;0;0
3872;24;20;0;0;0;1;0;0
3873;24;5;0;1;0;1;0;0
3874;24;11;0;1;0;1;0;0
3875;24;7;0;1;0;1;0;0
3876;24;5;0;1;0;1;0;0
3877;24;5;0;0;0;1;0;0
3878;24;13;0;1;0;1;0;0
3879;24;1;0;1;0;1;0;0
3880;24;20;0;0;0;1;0;1
3881;24;5;0;5;1;5;0;0
3882;24;2;0;1;0;1;0;0
3883;24;13;0;1;0;3;0;0
3884;24;1;1;1;1;1;0;0
3885;24;7;0;1;0;3;0;0
3886;24;5;0;1;0;2;0;0
3887;24;24;0;1;0;1;0;0
3888;24;8;0;0;0;1;0;0
3889;24;13;0;0;1;0;0;0
3890;24;1;0;0;0;1;0;0
3891;24;5;2;2;2;2;0;1
3892;24;24;0;2;0;1;0;0
3893;24;13;0;1;0;2;0;0
3894;24;1;0;1;0;1;0;0
3895;24;20;0;0;0;1;0;1
3896;24;7;0;1;0;1;0;0
3897;24;5;0;5;0;4;0;0
3898;24;1;0;2;0;1;0;0
3899;24;5;0;1;0;1;0;0
3900;24;5;0;0;0;1;0;0
3901;24;13;0;1;0;1;0;0
3902;24;5;0;1;0;1;0;0
3903;24;20;0;0;0;1;0;0
3904;24;20;0;1;0;1;0;0
3905;24;5;0;0;0;1;0;0
3906;24;13;1;0;1;0;0;0
3907;24;24;0;1;0;1;0;0
3908;24;5;0;2;0;1;0;0
3909;24;5;0;3;0;5;0;0
3910;24;13;0;1;0;1;0;0
3911;24;5;0;0;0;1;0;1
3912;24;5;0;0;0;1;0;0
3913;24;24;14;75;65;326;8;24
3914;24;8;17;57;59;262;8;37
3915;24;30;8;15;12;41;0;2
3916;24;24;13;121;16;208;0;0
3917;24;24;12;129;43;348;3;19
3918;24;7;13;118;31;283;2;14
3919;24;5;5;38;5;46;0;1
3920;24;8;0;0;17;93;1;6
3921;24;20;0;9;0;33;0;8
3922;24;7;6;48;10;103;1;14
3923;24;24;6;32;4;35;0;7
3924;24;5;0;3;2;0;2;0
3925;24;7;13;75;51;265;1;10
3926;24;7;0;0;1;4;1;4
3927;24;5;14;162;34;225;4;23
3928;24;2;0;2;1;5;0;1
3929;24;9;4;78;10;115;0;4
3930;24;13;7;32;8;32;0;0
3931;24;1;5;10;8;19;2;3
3932;24;20;1;23;2;32;1;10
3933;24;7;3;17;11;44;1;5
3934;24;30;1;3;1;2;0;0
3935;24;5;2;10;6;15;1;3
3936;24;24;0;8;0;9;0;1
3937;24;10;0;1;0;1;0;0
3938;24;8;1;2;1;5;0;0
3939;24;13;0;5;0;5;0;0
3940;24;1;1;2;3;3;1;0
3941;24;20;0;6;0;6;0;0
3942;24;11;0;3;0;3;0;0
3943;24;7;1;2;1;2;0;1
3944;24;5;28;153;37;175;7;18
3945;24;9;4;30;0;17;0;0
3946;24;8;0;2;0;2;0;0
3947;24;13;6;43;4;44;0;1
3948;24;1;5;18;5;16;0;1
3949;24;20;1;12;1;15;0;2
3950;24;7;2;6;2;12;0;0
3951;24;30;0;6;1;2;0;0
3952;24;5;2;2;0;2;0;0
3953;24;20;0;1;0;2;0;0
3954;24;5;0;5;3;15;0;4
3955;24;5;5;40;4;41;1;4
3956;24;13;3;7;3;14;0;0
3957;24;1;0;5;0;6;0;0
3958;24;20;2;3;0;4;0;0
3959;24;5;1;0;2;1;0;0
3960;24;20;0;1;0;1;0;0
3961;24;7;0;0;0;1;0;0
3962;24;1;0;1;0;1;0;0
3963;24;11;0;0;0;1;0;0
3964;24;5;0;1;0;1;0;1
3965;24;5;1;11;0;10;0;1
3966;24;9;0;2;0;1;0;0
3967;24;8;0;3;0;2;0;0
3968;24;13;1;2;1;4;0;0
3969;24;1;0;2;0;1;0;0
3970;24;20;0;3;1;1;0;0
3971;24;7;0;2;0;2;0;0
3972;24;5;0;1;0;1;0;0
3973;24;5;1;17;4;31;0;5
3974;24;24;0;4;1;13;0;2
3975;24;13;1;4;1;9;0;0
3976;24;1;1;7;1;5;0;0
3977;24;20;0;6;0;5;0;2
3978;24;7;2;6;2;15;0;2
3979;24;5;0;0;0;2;0;2
3980;24;9;0;0;0;3;0;0
3981;24;5;4;17;4;28;0;2
3982;24;13;0;4;1;8;0;0
3983;24;1;1;7;1;9;0;1
3984;24;20;0;2;0;3;0;0
3985;24;11;1;1;1;1;0;0
3986;24;7;1;4;1;6;0;0
3987;24;30;0;1;0;1;0;0
3988;24;5;3;4;3;5;0;0
3989;24;1;0;2;0;4;0;1
3990;24;30;0;0;0;1;0;0
3991;24;5;8;19;6;21;0;2
3992;24;24;1;1;0;1;0;0
3993;24;8;2;2;1;4;0;0
3994;24;13;0;12;2;17;0;0
3995;24;1;0;5;1;5;0;1
3996;24;20;0;1;0;2;0;1
3997;24;7;1;8;0;4;0;0
3998;24;5;6;29;6;31;0;4
3999;24;2;0;1;0;1;0;0
4000;24;24;2;10;1;21;0;1
4001;24;33;0;1;0;1;0;0
4002;24;13;4;10;4;12;0;1
4003;24;1;1;4;1;3;0;1
4004;24;20;0;9;0;10;0;2
4005;24;7;0;3;3;5;1;0
4006;24;5;0;2;0;2;0;0
4007;24;5;7;29;9;44;0;0
4008;24;24;3;14;3;17;0;0
4009;24;13;2;6;2;5;0;0
4010;24;1;0;8;2;14;0;0
4011;24;20;0;1;0;1;0;0
4012;24;11;1;3;0;4;0;0
4013;24;7;0;1;0;1;0;0
4014;24;30;0;2;0;1;0;0
4015;24;5;0;3;0;3;0;0
4016;24;1;0;1;0;1;0;0
4017;24;24;0;1;0;2;0;1
4018;24;11;1;0;1;0;0;0
4019;24;30;0;1;0;1;0;0
4020;24;5;0;1;0;1;0;0
4021;24;5;3;29;9;73;3;12
4022;24;10;0;1;0;1;0;0
4023;24;1;1;4;2;5;0;0
4024;24;7;0;0;0;1;0;0
4025;24;5;0;0;1;0;0;0
4026;24;1;0;0;0;1;0;0
4027;24;20;0;0;1;0;0;0
4028;24;24;0;1;0;1;0;0
4029;24;5;0;18;0;17;0;0
4030;24;10;0;1;0;1;0;0
4031;24;1;0;3;0;3;0;0
4032;24;35;0;1;0;1;0;0
4033;24;5;3;7;2;6;0;0
4034;24;8;0;2;0;4;0;0
4035;24;13;0;6;0;7;0;0
4036;24;11;1;1;1;0;0;0
4037;24;7;0;2;0;3;0;0
4038;24;30;0;1;0;1;0;0
4039;24;5;5;37;8;59;1;10
4040;24;24;0;13;2;32;0;0
4041;24;10;0;0;0;1;0;1
4042;24;8;1;8;0;14;0;0
4043;24;13;4;12;2;7;0;0
4044;24;7;0;5;0;8;0;0
4045;24;5;8;34;13;75;0;1
4046;24;5;2;20;3;32;0;2
4047;24;5;1;1;2;4;1;0
